Subject,MSI_Perception,MSI_Training,TarMix,StimuliID,StimuliID_NAME,Instrument,Melody,WiT,Performance,Experiment
1,40,27,TM,1,TM_001Autotune_WiT,M_Vocals,Vocals,NoTarget,1,1
1,40,27,TM,2,TM_001Orig_Keys_WiT,O_Synth,Accompaniment,NoTarget,1,1
1,40,27,TM,3,TM_002Autotune_WoT,M_Vocals,Vocals,Target,1,1
1,40,27,TM,4,TM_002Orig_Keys_WoT,O_Synth,Accompaniment,Target,1,1
1,40,27,TM,5,TM_003Autotune_WiT,M_Vocals,Vocals,NoTarget,1,1
1,40,27,TM,6,TM_003Orig_Keys_WiT,O_Synth,Accompaniment,NoTarget,1,1
1,40,27,TM,7,TM_004Autotune_WoT,M_Vocals,Vocals,Target,1,1
1,40,27,TM,8,TM_004Orig_Keys_WoT,O_Synth,Accompaniment,Target,0,1
1,40,27,TM,9,TM_005Autotune_WiT,M_Vocals,Vocals,NoTarget,1,1
1,40,27,TM,10,TM_005Orig_Keys_WiT,O_Synth,Accompaniment,NoTarget,1,1
1,40,27,TM,11,TM_006Autotune_WoT,M_Vocals,Vocals,Target,0,1
1,40,27,TM,12,TM_006Orig_Keys_WoT,O_Synth,Accompaniment,Target,1,1
1,40,27,TM,13,TM_007Autotune_WiT,M_Vocals,Vocals,NoTarget,1,1
1,40,27,TM,14,TM_007Orig_Keys_WiT,O_Synth,Accompaniment,NoTarget,1,1
1,40,27,TM,15,TM_008Autotune_WoT,M_Vocals,Vocals,Target,1,1
1,40,27,TM,16,TM_008Orig_Keys_WoT,O_Synth,Accompaniment,Target,1,1
1,40,27,TM,17,TM_009Autotune_WiT,M_Vocals,Vocals,NoTarget,1,1
1,40,27,TM,18,TM_009Orig_Keys_WiT,O_Synth,Accompaniment,NoTarget,1,1
1,40,27,TM,19,TM_010Autotune_WoT,M_Vocals,Vocals,Target,1,1
1,40,27,TM,20,TM_010Orig_Keys_WoT,O_Synth,Accompaniment,Target,1,1
1,40,27,TM,21,TM_011Autotune_WiT,M_Vocals,Vocals,NoTarget,1,1
1,40,27,TM,22,TM_011Orig_Keys_WiT,O_Synth,Accompaniment,NoTarget,1,1
1,40,27,TM,23,TM_012Autotune_WoT,M_Vocals,Vocals,Target,1,1
1,40,27,TM,24,TM_012Orig_Keys_WoT,O_Synth,Accompaniment,Target,1,1
1,40,27,TM,25,TM_013Autotune_WiT,M_Vocals,Vocals,NoTarget,1,1
1,40,27,TM,26,TM_013Orig_Keys_WiT,O_Synth,Accompaniment,NoTarget,1,1
1,40,27,TM,27,TM_014Autotune_WoT,M_Vocals,Vocals,Target,1,1
1,40,27,TM,28,TM_014Orig_Keys_WoT,O_Synth,Accompaniment,Target,1,1
1,40,27,TM,29,TM_015Autotune_WiT,M_Vocals,Vocals,NoTarget,1,1
1,40,27,TM,30,TM_015Orig_Keys_WiT,O_Synth,Accompaniment,NoTarget,1,1
1,40,27,TM,31,TM_016Autotune_WoT,M_Vocals,Vocals,Target,1,1
1,40,27,TM,32,TM_016Orig_Keys_WoT,O_Synth,Accompaniment,Target,1,1
1,40,27,TM,33,TM_017Autotune_WiT,M_Vocals,Vocals,NoTarget,1,1
1,40,27,TM,34,TM_017Orig_Keys_WiT,O_Synth,Accompaniment,NoTarget,0,1
1,40,27,TM,35,TM_018Autotune_WoT,M_Vocals,Vocals,Target,1,1
1,40,27,TM,36,TM_018Orig_Keys_WoT,O_Synth,Accompaniment,Target,1,1
1,40,27,TM,37,TM_019Autotune_WiT,M_Vocals,Vocals,NoTarget,1,1
1,40,27,TM,38,TM_019Orig_Keys_WiT,O_Synth,Accompaniment,NoTarget,1,1
1,40,27,TM,39,TM_020Autotune_WoT,M_Vocals,Vocals,Target,1,1
1,40,27,TM,40,TM_020Orig_Keys_WoT,O_Synth,Accompaniment,Target,1,1
1,40,27,TM,41,TM_021Autotune_WiT,M_Vocals,Vocals,NoTarget,1,1
1,40,27,TM,42,TM_021Orig_Keys_WiT,O_Synth,Accompaniment,NoTarget,0,1
1,40,27,TM,43,TM_022Autotune_WoT,M_Vocals,Vocals,Target,1,1
1,40,27,TM,44,TM_022Orig_Keys_WoT,O_Synth,Accompaniment,Target,1,1
1,40,27,TM,45,TM_023Autotune_WiT,M_Vocals,Vocals,NoTarget,1,1
1,40,27,TM,46,TM_023Orig_Keys_WiT,O_Synth,Accompaniment,NoTarget,1,1
1,40,27,TM,47,TM_024Autotune_WoT,M_Vocals,Vocals,Target,1,1
1,40,27,TM,48,TM_024Orig_Keys_WoT,O_Synth,Accompaniment,Target,1,1
1,40,27,TM,49,TM_025Autotune_WiT,M_Vocals,Vocals,NoTarget,1,1
1,40,27,TM,50,TM_025Orig_Keys_WiT,O_Synth,Accompaniment,NoTarget,1,1
1,40,27,TM,51,TM_026Autotune_WoT,M_Vocals,Vocals,Target,1,1
1,40,27,TM,52,TM_026Orig_Keys_WoT,O_Synth,Accompaniment,Target,1,1
1,40,27,TM,53,TM_027Autotune_WiT,M_Vocals,Vocals,NoTarget,1,1
1,40,27,TM,54,TM_027Orig_Keys_WiT,O_Synth,Accompaniment,NoTarget,1,1
1,40,27,TM,55,TM_028Autotune_WoT,M_Vocals,Vocals,Target,1,1
1,40,27,TM,56,TM_028Orig_Keys_WoT,O_Synth,Accompaniment,Target,1,1
1,40,27,TM,57,TM_029Autotune_WiT,M_Vocals,Vocals,NoTarget,1,1
1,40,27,TM,58,TM_029Orig_Keys_WiT,O_Synth,Accompaniment,NoTarget,1,1
1,40,27,TM,59,TM_030Autotune_WoT,M_Vocals,Vocals,Target,1,1
1,40,27,TM,60,TM_030Orig_Keys_WoT,O_Synth,Accompaniment,Target,0,1
1,40,27,TM,61,TM_031Guitar_WiT,M_Guitar,Melody,NoTarget,1,1
1,40,27,TM,62,TM_031Orig_Lead_WiT,O_Vocals,Vocals,NoTarget,1,1
1,40,27,TM,63,TM_032Guitar_WoT,M_Guitar,Melody,Target,0,1
1,40,27,TM,64,TM_032Orig_Lead_WoT,O_Vocals,Vocals,Target,1,1
1,40,27,TM,65,TM_033Guitar_WiT,M_Guitar,Melody,NoTarget,1,1
1,40,27,TM,66,TM_033Orig_Lead_WiT,O_Vocals,Vocals,NoTarget,1,1
1,40,27,TM,67,TM_034Guitar_WoT,M_Guitar,Melody,Target,1,1
1,40,27,TM,68,TM_034Orig_Lead_WoT,O_Vocals,Vocals,Target,1,1
1,40,27,TM,69,TM_035Guitar_WiT,M_Guitar,Melody,NoTarget,1,1
1,40,27,TM,70,TM_035Orig_Lead_WiT,O_Vocals,Vocals,NoTarget,1,1
1,40,27,TM,71,TM_036Guitar_WoT,M_Guitar,Melody,Target,0,1
1,40,27,TM,72,TM_036Orig_Lead_WoT,O_Vocals,Vocals,Target,1,1
1,40,27,TM,73,TM_037Guitar_WiT,M_Guitar,Melody,NoTarget,1,1
1,40,27,TM,74,TM_037Orig_Lead_WiT,O_Vocals,Vocals,NoTarget,1,1
1,40,27,TM,75,TM_038Guitar_WoT,M_Guitar,Melody,Target,0,1
1,40,27,TM,76,TM_038Orig_Lead_WoT,O_Vocals,Vocals,Target,1,1
1,40,27,TM,77,TM_039Guitar_WiT,M_Guitar,Melody,NoTarget,1,1
1,40,27,TM,78,TM_039Orig_Lead_WiT,O_Vocals,Vocals,NoTarget,1,1
1,40,27,TM,79,TM_040Guitar_WoT,M_Guitar,Melody,Target,1,1
1,40,27,TM,80,TM_040Orig_Lead_WoT,O_Vocals,Vocals,Target,1,1
1,40,27,TM,81,TM_041Guitar_WiT,M_Guitar,Melody,NoTarget,1,1
1,40,27,TM,82,TM_041Orig_Lead_WiT,O_Vocals,Vocals,NoTarget,1,1
1,40,27,TM,83,TM_042Guitar_WoT,M_Guitar,Melody,Target,1,1
1,40,27,TM,84,TM_042Orig_Lead_WoT,O_Vocals,Vocals,Target,1,1
1,40,27,TM,85,TM_043Guitar_WiT,M_Guitar,Melody,NoTarget,1,1
1,40,27,TM,86,TM_043Orig_Lead_WiT,O_Vocals,Vocals,NoTarget,1,1
1,40,27,TM,87,TM_044Guitar_WoT,M_Guitar,Melody,Target,1,1
1,40,27,TM,88,TM_044Orig_Lead_WoT,O_Vocals,Vocals,Target,0,1
1,40,27,TM,89,TM_045Guitar_WiT,M_Guitar,Melody,NoTarget,1,1
1,40,27,TM,90,TM_045Orig_Lead_WiT,O_Vocals,Vocals,NoTarget,1,1
1,40,27,TM,91,TM_046Guitar_WoT,M_Guitar,Melody,Target,1,1
1,40,27,TM,92,TM_046Orig_Lead_WoT,O_Vocals,Vocals,Target,1,1
1,40,27,TM,93,TM_047Guitar_WiT,M_Guitar,Melody,NoTarget,1,1
1,40,27,TM,94,TM_047Orig_Lead_WiT,O_Vocals,Vocals,NoTarget,1,1
1,40,27,TM,95,TM_048Guitar_WoT,M_Guitar,Melody,Target,1,1
1,40,27,TM,96,TM_048Orig_Lead_WoT,O_Vocals,Vocals,Target,1,1
1,40,27,TM,97,TM_049Guitar_WiT,M_Guitar,Melody,NoTarget,1,1
1,40,27,TM,98,TM_049Orig_Lead_WiT,O_Vocals,Vocals,NoTarget,1,1
1,40,27,TM,99,TM_050Guitar_WoT,M_Guitar,Melody,Target,1,1
1,40,27,TM,100,TM_050Orig_Lead_WoT,O_Vocals,Vocals,Target,1,1
1,40,27,TM,101,TM_051Guitar_WiT,M_Guitar,Melody,NoTarget,1,1
1,40,27,TM,102,TM_051Orig_Lead_WiT,O_Vocals,Vocals,NoTarget,1,1
1,40,27,TM,103,TM_052Guitar_WoT,M_Guitar,Melody,Target,1,1
1,40,27,TM,104,TM_052Orig_Lead_WoT,O_Vocals,Vocals,Target,1,1
1,40,27,TM,105,TM_053Guitar_WiT,M_Guitar,Melody,NoTarget,1,1
1,40,27,TM,106,TM_053Orig_Lead_WiT,O_Vocals,Vocals,NoTarget,1,1
1,40,27,TM,107,TM_054Guitar_WoT,M_Guitar,Melody,Target,0,1
1,40,27,TM,108,TM_054Orig_Lead_WoT,O_Vocals,Vocals,Target,1,1
1,40,27,TM,109,TM_055Guitar_WiT,M_Guitar,Melody,NoTarget,1,1
1,40,27,TM,110,TM_055Orig_Lead_WiT,O_Vocals,Vocals,NoTarget,1,1
1,40,27,TM,111,TM_056Guitar_WoT,M_Guitar,Melody,Target,1,1
1,40,27,TM,112,TM_056Orig_Lead_WoT,O_Vocals,Vocals,Target,1,1
1,40,27,TM,113,TM_057Guitar_WiT,M_Guitar,Melody,NoTarget,1,1
1,40,27,TM,114,TM_057Orig_Lead_WiT,O_Vocals,Vocals,NoTarget,1,1
1,40,27,TM,115,TM_058Guitar_WoT,M_Guitar,Melody,Target,1,1
1,40,27,TM,116,TM_058Orig_Lead_WoT,O_Vocals,Vocals,Target,1,1
1,40,27,TM,117,TM_059Guitar_WiT,M_Guitar,Melody,NoTarget,1,1
1,40,27,TM,118,TM_059Orig_Lead_WiT,O_Vocals,Vocals,NoTarget,1,1
1,40,27,TM,119,TM_060Guitar_WoT,M_Guitar,Melody,Target,1,1
1,40,27,TM,120,TM_060Orig_Lead_WoT,O_Vocals,Vocals,Target,1,1
1,40,27,TM,121,TM_061Orig_Guitar_WiT,O_Guitar,Accompaniment,NoTarget,1,1
1,40,27,TM,122,TM_061Synth_WiT,M_Synth,Melody,NoTarget,1,1
1,40,27,TM,123,TM_062Orig_Guitar_WoT,O_Guitar,Accompaniment,Target,1,1
1,40,27,TM,124,TM_062Synth_WoT,M_Synth,Melody,Target,0,1
1,40,27,TM,125,TM_063Orig_Guitar_WiT,O_Guitar,Accompaniment,NoTarget,1,1
1,40,27,TM,126,TM_063Synth_WiT,M_Synth,Melody,NoTarget,1,1
1,40,27,TM,127,TM_064Orig_Guitar_WoT,O_Guitar,Accompaniment,Target,1,1
1,40,27,TM,128,TM_064Synth_WoT,M_Synth,Melody,Target,1,1
1,40,27,TM,129,TM_065Orig_Guitar_WiT,O_Guitar,Accompaniment,NoTarget,0,1
1,40,27,TM,130,TM_065Synth_WiT,M_Synth,Melody,NoTarget,1,1
1,40,27,TM,131,TM_066Orig_Guitar_WoT,O_Guitar,Accompaniment,Target,0,1
1,40,27,TM,132,TM_066Synth_WoT,M_Synth,Melody,Target,1,1
1,40,27,TM,133,TM_067Orig_Guitar_WiT,O_Guitar,Accompaniment,NoTarget,0,1
1,40,27,TM,134,TM_067Synth_WiT,M_Synth,Melody,NoTarget,1,1
1,40,27,TM,135,TM_068Orig_Guitar_WoT,O_Guitar,Accompaniment,Target,0,1
1,40,27,TM,136,TM_068Synth_WoT,M_Synth,Melody,Target,1,1
1,40,27,TM,137,TM_069Orig_Guitar_WiT,O_Guitar,Accompaniment,NoTarget,1,1
1,40,27,TM,138,TM_069Synth_WiT,M_Synth,Melody,NoTarget,1,1
1,40,27,TM,139,TM_070Orig_Guitar_WoT,O_Guitar,Accompaniment,Target,1,1
1,40,27,TM,140,TM_070Synth_WoT,M_Synth,Melody,Target,1,1
1,40,27,TM,141,TM_071Orig_Guitar_WiT,O_Guitar,Accompaniment,NoTarget,1,1
1,40,27,TM,142,TM_071Synth_WiT,M_Synth,Melody,NoTarget,1,1
1,40,27,TM,143,TM_072Orig_Guitar_WoT,O_Guitar,Accompaniment,Target,0,1
1,40,27,TM,144,TM_072Synth_WoT,M_Synth,Melody,Target,0,1
1,40,27,TM,145,TM_073Orig_Guitar_WiT,O_Guitar,Accompaniment,NoTarget,1,1
1,40,27,TM,146,TM_073Synth_WiT,M_Synth,Melody,NoTarget,1,1
1,40,27,TM,147,TM_074Orig_Guitar_WoT,O_Guitar,Accompaniment,Target,1,1
1,40,27,TM,148,TM_074Synth_WoT,M_Synth,Melody,Target,1,1
1,40,27,TM,149,TM_075Orig_Guitar_WiT,O_Guitar,Accompaniment,NoTarget,1,1
1,40,27,TM,150,TM_075Synth_WiT,M_Synth,Melody,NoTarget,1,1
1,40,27,TM,151,TM_076Orig_Guitar_WoT,O_Guitar,Accompaniment,Target,0,1
1,40,27,TM,152,TM_076Synth_WoT,M_Synth,Melody,Target,1,1
1,40,27,TM,153,TM_077Orig_Guitar_WiT,O_Guitar,Accompaniment,NoTarget,1,1
1,40,27,TM,154,TM_077Synth_WiT,M_Synth,Melody,NoTarget,1,1
1,40,27,TM,155,TM_078Orig_Guitar_WoT,O_Guitar,Accompaniment,Target,0,1
1,40,27,TM,156,TM_078Synth_WoT,M_Synth,Melody,Target,1,1
1,40,27,TM,157,TM_079Orig_Guitar_WiT,O_Guitar,Accompaniment,NoTarget,1,1
1,40,27,TM,158,TM_079Synth_WiT,M_Synth,Melody,NoTarget,1,1
1,40,27,TM,159,TM_080Orig_Guitar_WoT,O_Guitar,Accompaniment,Target,1,1
1,40,27,TM,160,TM_080Synth_WoT,M_Synth,Melody,Target,0,1
1,40,27,TM,161,TM_081Orig_Guitar_WiT,O_Guitar,Accompaniment,NoTarget,1,1
1,40,27,TM,162,TM_081Synth_WiT,M_Synth,Melody,NoTarget,1,1
1,40,27,TM,163,TM_082Orig_Guitar_WoT,O_Guitar,Accompaniment,Target,0,1
1,40,27,TM,164,TM_082Synth_WoT,M_Synth,Melody,Target,0,1
1,40,27,TM,165,TM_083Orig_Guitar_WiT,O_Guitar,Accompaniment,NoTarget,0,1
1,40,27,TM,166,TM_083Synth_WiT,M_Synth,Melody,NoTarget,1,1
1,40,27,TM,167,TM_084Orig_Guitar_WoT,O_Guitar,Accompaniment,Target,1,1
1,40,27,TM,168,TM_084Synth_WoT,M_Synth,Melody,Target,1,1
1,40,27,TM,169,TM_085Orig_Guitar_WiT,O_Guitar,Accompaniment,NoTarget,1,1
1,40,27,TM,170,TM_085Synth_WiT,M_Synth,Melody,NoTarget,1,1
1,40,27,TM,171,TM_086Orig_Guitar_WoT,O_Guitar,Accompaniment,Target,1,1
1,40,27,TM,172,TM_086Synth_WoT,M_Synth,Melody,Target,1,1
1,40,27,TM,173,TM_087Orig_Guitar_WiT,O_Guitar,Accompaniment,NoTarget,1,1
1,40,27,TM,174,TM_087Synth_WiT,M_Synth,Melody,NoTarget,1,1
1,40,27,TM,175,TM_088Orig_Guitar_WoT,O_Guitar,Accompaniment,Target,0,1
1,40,27,TM,176,TM_088Synth_WoT,M_Synth,Melody,Target,1,1
1,40,27,TM,177,TM_089Orig_Guitar_WiT,O_Guitar,Accompaniment,NoTarget,1,1
1,40,27,TM,178,TM_089Synth_WiT,M_Synth,Melody,NoTarget,1,1
1,40,27,TM,179,TM_090Orig_Guitar_WoT,O_Guitar,Accompaniment,Target,1,1
1,40,27,TM,180,TM_090Synth_WoT,M_Synth,Melody,Target,1,1
1,40,27,TM,181,TM_091Orig_Winds_WiT,O_Winds,Accompaniment,NoTarget,1,1
1,40,27,TM,182,TM_091Winds_WiT,M_Winds,Melody,NoTarget,1,1
1,40,27,TM,183,TM_092Orig_Winds_WoT,O_Winds,Accompaniment,Target,1,1
1,40,27,TM,184,TM_092Winds_WoT,M_Winds,Melody,Target,0,1
1,40,27,TM,185,TM_093Orig_Winds_WiT,O_Winds,Accompaniment,NoTarget,1,1
1,40,27,TM,186,TM_093Winds_WiT,M_Winds,Melody,NoTarget,1,1
1,40,27,TM,187,TM_094Orig_Winds_WoT,O_Winds,Accompaniment,Target,1,1
1,40,27,TM,188,TM_094Winds_WoT,M_Winds,Melody,Target,0,1
1,40,27,TM,189,TM_095Orig_Winds_WiT,O_Winds,Accompaniment,NoTarget,1,1
1,40,27,TM,190,TM_095Winds_WiT,M_Winds,Melody,NoTarget,1,1
1,40,27,TM,191,TM_096Orig_Winds_WoT,O_Winds,Accompaniment,Target,1,1
1,40,27,TM,192,TM_096Winds_WoT,M_Winds,Melody,Target,0,1
1,40,27,TM,193,TM_097Orig_Winds_WiT,O_Winds,Accompaniment,NoTarget,1,1
1,40,27,TM,194,TM_097Winds_WiT,M_Winds,Melody,NoTarget,0,1
1,40,27,TM,195,TM_098Orig_Winds_WoT,O_Winds,Accompaniment,Target,1,1
1,40,27,TM,196,TM_098Winds_WoT,M_Winds,Melody,Target,1,1
1,40,27,TM,197,TM_099Orig_Winds_WiT,O_Winds,Accompaniment,NoTarget,1,1
1,40,27,TM,198,TM_099Winds_WiT,M_Winds,Melody,NoTarget,1,1
1,40,27,TM,199,TM_100Orig_Winds_WoT,O_Winds,Accompaniment,Target,1,1
1,40,27,TM,200,TM_100Winds_WoT,M_Winds,Melody,Target,1,1
1,40,27,TM,201,TM_101Orig_Winds_WiT,O_Winds,Accompaniment,NoTarget,1,1
1,40,27,TM,202,TM_101Winds_WiT,M_Winds,Melody,NoTarget,1,1
1,40,27,TM,203,TM_102Orig_Winds_WoT,O_Winds,Accompaniment,Target,1,1
1,40,27,TM,204,TM_102Winds_WoT,M_Winds,Melody,Target,0,1
1,40,27,TM,205,TM_103Orig_Winds_WiT,O_Winds,Accompaniment,NoTarget,1,1
1,40,27,TM,206,TM_103Winds_WiT,M_Winds,Melody,NoTarget,0,1
1,40,27,TM,207,TM_104Orig_Winds_WoT,O_Winds,Accompaniment,Target,1,1
1,40,27,TM,208,TM_104Winds_WoT,M_Winds,Melody,Target,1,1
1,40,27,TM,209,TM_105Orig_Winds_WiT,O_Winds,Accompaniment,NoTarget,1,1
1,40,27,TM,210,TM_105Winds_WiT,M_Winds,Melody,NoTarget,1,1
1,40,27,TM,211,TM_106Orig_Winds_WoT,O_Winds,Accompaniment,Target,0,1
1,40,27,TM,212,TM_106Winds_WoT,M_Winds,Melody,Target,1,1
1,40,27,TM,213,TM_107Orig_Winds_WiT,O_Winds,Accompaniment,NoTarget,0,1
1,40,27,TM,214,TM_107Winds_WiT,M_Winds,Melody,NoTarget,1,1
1,40,27,TM,215,TM_108Orig_Winds_WoT,O_Winds,Accompaniment,Target,1,1
1,40,27,TM,216,TM_108Winds_WoT,M_Winds,Melody,Target,1,1
1,40,27,TM,217,TM_109Orig_Winds_WiT,O_Winds,Accompaniment,NoTarget,1,1
1,40,27,TM,218,TM_109Winds_WiT,M_Winds,Melody,NoTarget,1,1
1,40,27,TM,219,TM_110Orig_Winds_WoT,O_Winds,Accompaniment,Target,0,1
1,40,27,TM,220,TM_110Winds_WoT,M_Winds,Melody,Target,1,1
1,40,27,TM,221,TM_111Orig_Winds_WiT,O_Winds,Accompaniment,NoTarget,1,1
1,40,27,TM,222,TM_111Winds_WiT,M_Winds,Melody,NoTarget,1,1
1,40,27,TM,223,TM_112Orig_Winds_WoT,O_Winds,Accompaniment,Target,1,1
1,40,27,TM,224,TM_112Winds_WoT,M_Winds,Melody,Target,0,1
1,40,27,TM,225,TM_113Orig_Winds_WiT,O_Winds,Accompaniment,NoTarget,1,1
1,40,27,TM,226,TM_113Winds_WiT,M_Winds,Melody,NoTarget,1,1
1,40,27,TM,227,TM_114Orig_Winds_WoT,O_Winds,Accompaniment,Target,1,1
1,40,27,TM,228,TM_114Winds_WoT,M_Winds,Melody,Target,1,1
1,40,27,TM,229,TM_115Orig_Winds_WiT,O_Winds,Accompaniment,NoTarget,1,1
1,40,27,TM,230,TM_115Winds_WiT,M_Winds,Melody,NoTarget,1,1
1,40,27,TM,231,TM_116Orig_Winds_WoT,O_Winds,Accompaniment,Target,1,1
1,40,27,TM,232,TM_116Winds_WoT,M_Winds,Melody,Target,0,1
1,40,27,TM,233,TM_117Orig_Winds_WiT,O_Winds,Accompaniment,NoTarget,1,1
1,40,27,TM,234,TM_117Winds_WiT,M_Winds,Melody,NoTarget,1,1
1,40,27,TM,235,TM_118Orig_Winds_WoT,O_Winds,Accompaniment,Target,0,1
1,40,27,TM,236,TM_118Winds_WoT,M_Winds,Melody,Target,1,1
1,40,27,TM,237,TM_119Orig_Winds_WiT,O_Winds,Accompaniment,NoTarget,1,1
1,40,27,TM,238,TM_119Winds_WiT,M_Winds,Melody,NoTarget,1,1
1,40,27,TM,239,TM_120Orig_Winds_WoT,O_Winds,Accompaniment,Target,1,1
1,40,27,TM,240,TM_120Winds_WoT,M_Winds,Melody,Target,1,1
2,49,25,TM,1,TM_001Autotune_WiT,M_Vocals,Vocals,NoTarget,1,1
2,49,25,TM,2,TM_001Orig_Keys_WiT,O_Synth,Accompaniment,NoTarget,1,1
2,49,25,TM,3,TM_002Autotune_WoT,M_Vocals,Vocals,Target,1,1
2,49,25,TM,4,TM_002Orig_Keys_WoT,O_Synth,Accompaniment,Target,1,1
2,49,25,TM,5,TM_003Autotune_WiT,M_Vocals,Vocals,NoTarget,1,1
2,49,25,TM,6,TM_003Orig_Keys_WiT,O_Synth,Accompaniment,NoTarget,1,1
2,49,25,TM,7,TM_004Autotune_WoT,M_Vocals,Vocals,Target,1,1
2,49,25,TM,8,TM_004Orig_Keys_WoT,O_Synth,Accompaniment,Target,0,1
2,49,25,TM,9,TM_005Autotune_WiT,M_Vocals,Vocals,NoTarget,0,1
2,49,25,TM,10,TM_005Orig_Keys_WiT,O_Synth,Accompaniment,NoTarget,1,1
2,49,25,TM,11,TM_006Autotune_WoT,M_Vocals,Vocals,Target,1,1
2,49,25,TM,12,TM_006Orig_Keys_WoT,O_Synth,Accompaniment,Target,1,1
2,49,25,TM,13,TM_007Autotune_WiT,M_Vocals,Vocals,NoTarget,1,1
2,49,25,TM,14,TM_007Orig_Keys_WiT,O_Synth,Accompaniment,NoTarget,1,1
2,49,25,TM,15,TM_008Autotune_WoT,M_Vocals,Vocals,Target,1,1
2,49,25,TM,16,TM_008Orig_Keys_WoT,O_Synth,Accompaniment,Target,1,1
2,49,25,TM,17,TM_009Autotune_WiT,M_Vocals,Vocals,NoTarget,1,1
2,49,25,TM,18,TM_009Orig_Keys_WiT,O_Synth,Accompaniment,NoTarget,1,1
2,49,25,TM,19,TM_010Autotune_WoT,M_Vocals,Vocals,Target,1,1
2,49,25,TM,20,TM_010Orig_Keys_WoT,O_Synth,Accompaniment,Target,1,1
2,49,25,TM,21,TM_011Autotune_WiT,M_Vocals,Vocals,NoTarget,1,1
2,49,25,TM,22,TM_011Orig_Keys_WiT,O_Synth,Accompaniment,NoTarget,1,1
2,49,25,TM,23,TM_012Autotune_WoT,M_Vocals,Vocals,Target,1,1
2,49,25,TM,24,TM_012Orig_Keys_WoT,O_Synth,Accompaniment,Target,0,1
2,49,25,TM,25,TM_013Autotune_WiT,M_Vocals,Vocals,NoTarget,1,1
2,49,25,TM,26,TM_013Orig_Keys_WiT,O_Synth,Accompaniment,NoTarget,1,1
2,49,25,TM,27,TM_014Autotune_WoT,M_Vocals,Vocals,Target,1,1
2,49,25,TM,28,TM_014Orig_Keys_WoT,O_Synth,Accompaniment,Target,1,1
2,49,25,TM,29,TM_015Autotune_WiT,M_Vocals,Vocals,NoTarget,1,1
2,49,25,TM,30,TM_015Orig_Keys_WiT,O_Synth,Accompaniment,NoTarget,1,1
2,49,25,TM,31,TM_016Autotune_WoT,M_Vocals,Vocals,Target,1,1
2,49,25,TM,32,TM_016Orig_Keys_WoT,O_Synth,Accompaniment,Target,0,1
2,49,25,TM,33,TM_017Autotune_WiT,M_Vocals,Vocals,NoTarget,1,1
2,49,25,TM,34,TM_017Orig_Keys_WiT,O_Synth,Accompaniment,NoTarget,0,1
2,49,25,TM,35,TM_018Autotune_WoT,M_Vocals,Vocals,Target,1,1
2,49,25,TM,36,TM_018Orig_Keys_WoT,O_Synth,Accompaniment,Target,1,1
2,49,25,TM,37,TM_019Autotune_WiT,M_Vocals,Vocals,NoTarget,1,1
2,49,25,TM,38,TM_019Orig_Keys_WiT,O_Synth,Accompaniment,NoTarget,1,1
2,49,25,TM,39,TM_020Autotune_WoT,M_Vocals,Vocals,Target,1,1
2,49,25,TM,40,TM_020Orig_Keys_WoT,O_Synth,Accompaniment,Target,0,1
2,49,25,TM,41,TM_021Autotune_WiT,M_Vocals,Vocals,NoTarget,1,1
2,49,25,TM,42,TM_021Orig_Keys_WiT,O_Synth,Accompaniment,NoTarget,1,1
2,49,25,TM,43,TM_022Autotune_WoT,M_Vocals,Vocals,Target,1,1
2,49,25,TM,44,TM_022Orig_Keys_WoT,O_Synth,Accompaniment,Target,1,1
2,49,25,TM,45,TM_023Autotune_WiT,M_Vocals,Vocals,NoTarget,1,1
2,49,25,TM,46,TM_023Orig_Keys_WiT,O_Synth,Accompaniment,NoTarget,1,1
2,49,25,TM,47,TM_024Autotune_WoT,M_Vocals,Vocals,Target,1,1
2,49,25,TM,48,TM_024Orig_Keys_WoT,O_Synth,Accompaniment,Target,1,1
2,49,25,TM,49,TM_025Autotune_WiT,M_Vocals,Vocals,NoTarget,1,1
2,49,25,TM,50,TM_025Orig_Keys_WiT,O_Synth,Accompaniment,NoTarget,1,1
2,49,25,TM,51,TM_026Autotune_WoT,M_Vocals,Vocals,Target,1,1
2,49,25,TM,52,TM_026Orig_Keys_WoT,O_Synth,Accompaniment,Target,1,1
2,49,25,TM,53,TM_027Autotune_WiT,M_Vocals,Vocals,NoTarget,1,1
2,49,25,TM,54,TM_027Orig_Keys_WiT,O_Synth,Accompaniment,NoTarget,1,1
2,49,25,TM,55,TM_028Autotune_WoT,M_Vocals,Vocals,Target,1,1
2,49,25,TM,56,TM_028Orig_Keys_WoT,O_Synth,Accompaniment,Target,0,1
2,49,25,TM,57,TM_029Autotune_WiT,M_Vocals,Vocals,NoTarget,1,1
2,49,25,TM,58,TM_029Orig_Keys_WiT,O_Synth,Accompaniment,NoTarget,1,1
2,49,25,TM,59,TM_030Autotune_WoT,M_Vocals,Vocals,Target,1,1
2,49,25,TM,60,TM_030Orig_Keys_WoT,O_Synth,Accompaniment,Target,1,1
2,49,25,TM,61,TM_031Guitar_WiT,M_Guitar,Melody,NoTarget,1,1
2,49,25,TM,62,TM_031Orig_Lead_WiT,O_Vocals,Vocals,NoTarget,1,1
2,49,25,TM,63,TM_032Guitar_WoT,M_Guitar,Melody,Target,0,1
